Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Tennessee,US,2020-05-21 02:32:54,35.7478,-86.6923,18412,305,11783.0,6324.0,47,269.6080082305708,354013.0,1515.0,1.6565283510753857,84000047,USA,5183.83335964203,8.228329350423637
Texas,US,2020-05-21 02:32:54,31.0545,-97.5635,51673,1426,30341.0,19906.0,48,178.20807031177984,770241.0,,2.759661718886072,84000048,USA,2656.3807459411223,
Utah,US,2020-05-21 02:32:54,40.15,-111.8624,7710,90,4423.0,3197.0,49,240.4897381687471,179664.0,631.0,1.1673151750972763,84000049,USA,5604.065929747052,8.184176394293125
Vermont,US,2020-05-21 02:32:54,44.0459,-72.7107,944,54,824.0,66.0,50,151.28471816009574,25058.0,,5.720338983050849,84000050,USA,4015.7759191267796,
Virgin Islands,US,2020-05-21 02:32:54,18.3358,-64.8963,69,6,61.0,2.0,78,64.32486855352947,1383.0,,8.695652173913043,850,VIR,1289.2941044859606,
Virginia,US,2020-05-21 02:32:54,37.7693,-78.17,32908,1075,4523.0,27310.0,51,385.5418750752005,212626.0,6059.0,3.2666828734654185,84000051,USA,2491.072891994031,18.411936307280904
Washington,US,2020-05-21 02:32:54,47.4009,-121.4905,18971,1037,,17934.0,53,249.13022415416737,293120.0,,5.466237942122186,84000053,USA,3849.2989986858647,
West Virginia,US,2020-05-21 02:32:54,38.4912,-80.9545,1567,69,950.0,548.0,54,87.4370238602079,80641.0,,4.403318442884492,84000054,USA,4499.68668864775,
Wisconsin,US,2020-05-21 02:32:54,44.2685,-89.6165,13413,481,7728.0,5204.0,55,230.36757479775642,167713.0,2161.0,3.586073212554984,84000055,USA,2880.46201983569,16.111235368672183
Wyoming,US,2020-05-21 02:32:54,42.756,-107.3025,787,11,528.0,248.0,56,135.98060678106086,18840.0,74.0,1.397712833545108,84000056,USA,3255.240955216247,9.40279542566709
Alabama,US,2020-05-22 02:36:57,32.3182,-86.9023,13288,529,,12759.0,1,271.00751858230933,170739.0,1528.0,3.98103552077062,84000001,USA,3482.2059538850767,11.499096929560508
Alaska,US,2020-05-22 02:36:57,61.3707,-152.4044,401,10,356.0,35.0,2,54.81549323691639,39545.0,,2.4937655860349133,84000002,USA,5405.682493899897,
American Samoa,US,2020-05-22 02:36:57,-14.271,-170.132,0,0,,0.0,60,0.0,124.0,,,16,ASM,222.85724555633442,
Arizona,US,2020-05-22 02:36:57,33.7298,-111.4312,15348,764,3872.0,10712.0,4,210.86133723841718,171627.0,1830.0,4.977847276518113,84000004,USA,2357.9292889117687,11.923377638780297
Arkansas,US,2020-05-22 02:36:57,34.9697,-92.3731,5458,110,3915.0,1433.0,5,180.85998958182842,99276.0,535.0,2.015390252839868,84000005,USA,3289.676864368925,9.802125320630267
California,US,2020-05-22 02:36:57,36.1162,-119.6816,88031,3583,,84448.0,6,222.79434897904883,1421127.0,,4.070157103747544,84000006,USA,3596.676906789072,
Colorado,US,2020-05-22 02:36:57,39.0598,-105.3111,23191,1310,3532.0,18349.0,8,402.7099002281056,135611.0,3990.0,5.648743046871632,84000008,USA,2354.8744029939903,17.2049501961968
Connecticut,US,2020-05-22 02:36:57,41.5978,-72.7554,39208,3583,6264.0,29361.0,9,1099.715114098809,202747.0,10946.0,9.138441134462353,84000009,USA,5686.695068307265,27.917771883289127
Delaware,US,2020-05-22 02:36:57,39.3185,-75.5071,8386,317,4130.0,3939.0,10,861.1942934838422,47542.0,,3.780109706653947,84000010,USA,4882.291807871312,
Diamond Princess,US,2020-05-22 02:36:57,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-05-22 02:36:57,38.8974,-77.0268,7788,412,1061.0,6315.0,11,1103.5084711420068,41756.0,,5.2901900359527465,84000011,USA,5916.551068439346,
Florida,US,2020-05-22 02:36:57,27.7663,-81.6868,48675,2144,,46531.0,12,226.63002158933224,813929.0,9200.0,4.404725218284541,84000012,USA,3789.6404076462986,18.900873138161273
Georgia,US,2020-05-22 02:36:57,33.0406,-83.6431,40663,1775,,38888.0,13,382.98370517968436,407731.0,7235.0,4.365147677249587,84000013,USA,3840.2067997102504,17.792587856282125
Grand Princess,US,2020-05-22 02:36:57,,,103,3,,100.0,99999,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-05-22 02:36:57,13.4443,144.7937,165,5,125.0,35.0,66,100.46946641579746,5064.0,,3.0303030303030303,316,GUM,3083.4992601793842,
Hawaii,US,2020-05-22 02:36:57,21.0943,-157.4983,647,17,578.0,52.0,15,45.69622112733354,47149.0,82.0,2.627511591962905,84000015,USA,3330.032658319396,12.67387944358578
Idaho,US,2020-05-22 02:36:57,44.2405,-114.4788,2506,77,1688.0,741.0,16,140.22993008088682,38888.0,221.0,3.0726256983240225,84000016,USA,2176.082011566451,8.818834796488428
Illinois,US,2020-05-22 02:36:57,40.3495,-88.9861,102688,4607,,98081.0,17,810.364982270504,672020.0,,4.486405422249923,84000017,USA,5303.263043251637,
Indiana,US,2020-05-22 02:36:57,39.8494,-86.2583,29936,1913,,28023.0,18,444.6676497006411,202995.0,4389.0,6.390299305184393,84000018,USA,3015.2762410135497,14.661277391769106
Iowa,US,2020-05-22 02:36:57,42.0115,-93.2105,16170,410,8672.0,7088.0,19,512.5084387985054,116565.0,,2.5355596784168206,84000019,USA,3694.529756867518,
Kansas,US,2020-05-22 02:36:57,38.5266,-96.7265,8625,204,473.0,7948.0,20,296.0545962433161,71203.0,760.0,2.365217391304348,84000020,USA,2444.055120731923,8.81159420289855
Kentucky,US,2020-05-22 02:36:57,37.6681,-84.6701,8286,386,2919.0,4981.0,21,185.46567754623044,158672.0,2016.0,4.658460053101617,84000021,USA,3551.558048227791,24.33019551049964
Louisiana,US,2020-05-22 02:36:57,31.1695,-91.8678,36504,2629,26249.0,7626.0,22,785.2359127980291,305381.0,,7.201950471181242,84000022,USA,6569.037044876584,
Maine,US,2020-05-22 02:36:57,44.6939,-69.3819,1877,73,1145.0,659.0,23,139.6357122239647,37327.0,235.0,3.8891848694725626,84000023,USA,2776.868529666452,12.519978689397973
Maryland,US,2020-05-22 02:36:57,39.0639,-76.8021,43531,2159,3099.0,38273.0,24,720.0348017096505,220233.0,7485.0,4.9596839034251445,84000024,USA,3642.8160273120643,17.194642898164528
Massachusetts,US,2020-05-22 02:36:57,42.2302,-71.5301,90084,6148,,83936.0,25,1306.9852853165246,501486.0,9040.0,6.82474135251543,84000025,USA,7275.818378316266,10.035078371297901
Michigan,US,2020-05-22 02:36:57,43.3266,-84.5361,53510,5129,28234.0,20147.0,26,535.8042074698776,454740.0,,9.585124275836293,84000026,USA,4553.384513265785,
Minnesota,US,2020-05-22 02:36:57,45.6945,-93.9002,18200,818,12488.0,4894.0,27,322.71609211381167,173556.0,2380.0,4.494505494505495,84000027,USA,3077.4348397200383,13.076923076923075
Mississippi,US,2020-05-22 02:36:57,32.7416,-89.6787,12222,580,7681.0,3961.0,28,410.6649230263673,125970.0,1932.0,4.745540828015055,84000028,USA,4232.650986224145,15.807560137457044
Missouri,US,2020-05-22 02:36:57,38.4561,-92.2884,11689,668,,11021.0,29,190.45437274376167,162092.0,,5.714774574386174,84000029,USA,2641.041165778238,
Montana,US,2020-05-22 02:36:57,46.9219,-110.4544,479,16,440.0,23.0,30,44.81753928318136,30524.0,65.0,3.3402922755741127,84000030,USA,2855.9719605006844,13.569937369519833
Nebraska,US,2020-05-22 02:36:57,41.1254,-98.2681,11427,138,,11289.0,31,590.7233634269502,75640.0,,1.2076660540824364,84000031,USA,3910.240238874116,
Nevada,US,2020-05-22 02:36:57,38.3135,-117.0554,7400,383,339.0,6678.0,32,240.24757187622964,94382.0,,5.1756756756756745,84000032,USA,3064.1954498408522,
New Hampshire,US,2020-05-22 02:36:57,43.4525,-71.5639,3935,199,1388.0,2348.0,33,289.3997327373243,52830.0,385.0,5.0571791613723,84000033,USA,3885.384467728804,9.783989834815756
New Jersey,US,2020-05-22 02:36:57,40.2989,-74.521,151586,10846,24236.0,116504.0,34,1706.628658022402,544274.0,,7.155014315306162,84000034,USA,6127.7004882804795,
New Mexico,US,2020-05-22 02:36:57,34.8405,-106.2485,6472,294,1985.0,4193.0,35,308.65654757731795,147344.0,1139.0,4.5426452410383185,84000035,USA,7026.991709862846,17.598887515451175
New York,US,2020-05-22 02:36:57,42.1657,-74.9481,356458,28743,62826.0,264889.0,36,1832.3534698865674,1555055.0,76608.0,8.063502572533089,84000036,USA,7993.677866998232,21.491452008371247
North Carolina,US,2020-05-22 02:36:57,35.6301,-79.8064,20512,728,11637.0,8147.0,37,195.57432987760205,290645.0,,3.549141965678627,84000037,USA,2771.192526680755,
North Dakota,US,2020-05-22 02:36:57,47.5289,-99.784,2229,51,1340.0,838.0,38,292.49588616149344,61279.0,144.0,2.288021534320323,84000038,USA,8041.209245441972,6.460296096904441
Northern Mariana Islands,US,2020-05-22 02:36:57,15.0979,145.6739,22,2,13.0,7.0,69,39.895546206296245,4089.0,,9.090909090909092,580,MNP,7415.131292615697,
Ohio,US,2020-05-22 02:36:57,40.3888,-82.7649,30167,1837,,28330.0,39,258.07803851451354,299078.0,5295.0,6.0894354758510945,84000039,USA,2558.605880692269,17.55229223986475
Oklahoma,US,2020-05-22 02:36:57,35.5653,-96.9289,5680,304,4361.0,1015.0,40,143.54414020219005,149595.0,917.0,5.352112676056338,84000040,USA,3780.5432488638407,16.1443661971831
Oregon,US,2020-05-22 02:36:57,44.572,-122.0709,3817,145,1406.0,2266.0,41,90.49876746700895,105224.0,732.0,3.7987948650772863,84000041,USA,2494.797565613977,19.177364422321194
Pennsylvania,US,2020-05-22 02:36:57,40.5908,-77.2098,69252,4869,,64383.0,42,540.9471918777622,368906.0,,7.030843874545139,84000042,USA,2881.6303466594136,
Puerto Rico,US,2020-05-22 02:36:57,18.2208,-66.5901,2913,126,,2787.0,72,99.30429043624343,2913.0,,4.3254376930998975,630,PRI,99.30429043624343,
Rhode Island,US,2020-05-22 02:36:57,41.6809,-71.5118,13571,556,1047.0,11968.0,44,1281.0552776626664,123367.0,1506.0,4.096971483309998,84000044,USA,11645.416435001856,11.097192542922409
South Carolina,US,2020-05-22 02:36:57,33.8569,-80.945,9381,416,5451.0,3514.0,45,182.20083694685698,138238.0,1444.0,4.434495256369257,84000045,USA,2684.9034535614137,15.392815264897132
South Dakota,US,2020-05-22 02:36:57,44.2998,-99.4388,4177,48,3145.0,984.0,46,472.15932918785654,31301.0,342.0,1.1491501077328226,84000046,USA,3538.1994644264064,8.187694517596361
Tennessee,US,2020-05-22 02:36:57,35.7478,-86.6923,18961,313,12191.0,6457.0,47,277.6470477981671,360583.0,1539.0,1.6507568166235955,84000047,USA,5280.0382593853965,8.116660513685988
Texas,US,2020-05-22 02:36:57,31.0545,-97.5635,53053,1460,30341.0,21252.0,48,182.9673669856764,770241.0,,2.7519650161159595,84000048,USA,2656.3807459411223,
Utah,US,2020-05-22 02:36:57,40.15,-111.8624,7874,92,4596.0,3186.0,49,245.60521379257,182874.0,647.0,1.1684023368046736,84000049,USA,5704.192007506024,8.216916433832868
Vermont,US,2020-05-22 02:36:57,44.0459,-72.7107,950,54,827.0,69.0,50,152.24627357213032,25701.0,,5.684210526315789,84000050,USA,4118.822607449811,
Virgin Islands,US,2020-05-22 02:36:57,18.3358,-64.8963,69,6,61.0,2.0,78,64.32486855352947,1383.0,,8.695652173913043,850,VIR,1289.2941044859606,
Virginia,US,2020-05-22 02:36:57,37.7693,-78.17,34137,1100,4778.0,28259.0,51,399.9405308569989,218599.0,6269.0,3.2223101034068606,84000051,USA,2561.051062038524,18.364238216597823
Washington,US,2020-05-22 02:36:57,47.4009,-121.4905,19117,1044,,18073.0,53,251.04751964341455,297942.0,3125.0,5.461107914421719,84000053,USA,3912.622278474563,16.346707119317884
West Virginia,US,2020-05-22 02:36:57,38.4912,-80.9545,1593,70,983.0,540.0,54,88.88779770855852,83141.0,,4.394224733207784,84000054,USA,4639.1841740660775,
Wisconsin,US,2020-05-22 02:36:57,44.2685,-89.6165,13885,487,8012.0,5386.0,55,238.4741501578206,177123.0,2218.0,3.507382066978754,84000055,USA,3042.078278603072,15.974072740367305
Wyoming,US,2020-05-22 02:36:57,42.756,-107.3025,801,12,534.0,255.0,56,138.39957564374808,18840.0,75.0,1.49812734082397,84000056,USA,3255.240955216247,9.363295880149813
Alabama,US,2020-05-23 02:32:47,32.3182,-86.9023,13670,541,7951.0,5178.0,1,278.7983728943533,177768.0,1561.0,3.9575713240673007,84000001,USA,3625.5617522080042,11.419166057059257
Alaska,US,2020-05-23 02:32:47,61.3707,-152.4044,403,10,356.0,37.0,2,55.088887218147896,41446.0,,2.481389578163772,84000002,USA,5665.543473060439,
American Samoa,US,2020-05-23 02:32:47,-14.271,-170.132,0,0,,0.0,60,0.0,124.0,,,16,ASM,222.85724555633442,
Arizona,US,2020-05-23 02:32:47,33.7298,-111.4312,15624,775,3949.0,10900.0,4,214.6532142958711,176003.0,1879.0,4.9603174603174605,84000004,USA,2418.049774431401,12.02636968766001
Arkansas,US,2020-05-23 02:32:47,34.9697,-92.3731,5612,113,4029.0,1470.0,5,185.9630380236755,103047.0,584.0,2.0135424091233074,84000005,USA,3414.635277837792,10.406272273699217
California,US,2020-05-23 02:32:47,36.1162,-119.6816,90252,3666,,86586.0,6,228.4153943958051,1466773.0,,4.061959845765191,84000006,USA,3712.200652441145,
Colorado,US,2020-05-23 02:32:47,39.0598,-105.3111,23487,1324,3580.0,18583.0,8,407.84991706513375,142225.0,4037.0,5.637160982671264,84000008,USA,2469.7259954267747,17.188231787797505
Connecticut,US,2020-05-23 02:32:47,41.5978,-72.7554,39640,3637,7127.0,28876.0,9,1111.8319506956943,202328.0,12538.0,9.175075681130172,84000009,USA,5674.942858737601,31.629667003027247
Delaware,US,2020-05-23 02:32:47,39.3185,-75.5071,8529,322,4296.0,3911.0,10,875.8795765709144,48986.0,,3.7753546722945246,84000010,USA,5030.5823587645455,
Diamond Princess,US,2020-05-23 02:32:47,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-05-23 02:32:47,38.8974,-77.0268,7893,418,1069.0,6406.0,11,1118.3862818084046,42993.0,,5.29583174965159,84000011,USA,6091.8258474330105,
Florida,US,2020-05-23 02:32:47,27.7663,-81.6868,49451,2190,,47261.0,12,230.24306517953917,835496.0,9372.0,4.428626316960223,84000012,USA,3890.056014746805,18.95209399203252
Georgia,US,2020-05-23 02:32:47,33.0406,-83.6431,41482,1808,,39674.0,13,390.697441365951,427249.0,7313.0,4.35851694710959,84000013,USA,4024.0367177609855,17.629333204763512
Grand Princess,US,2020-05-23 02:32:47,,,103,3,,100.0,99999,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-05-23 02:32:47,13.4443,144.7937,165,5,125.0,35.0,66,100.46946641579746,5279.0,,3.0303030303030303,316,GUM,3214.4140194484526,
Hawaii,US,2020-05-23 02:32:47,21.0943,-157.4983,642,17,579.0,46.0,15,45.343081860507155,47985.0,83.0,2.64797507788162,84000015,USA,3389.0775437327666,12.928348909657323
Idaho,US,2020-05-23 02:32:47,44.2405,-114.4788,2595,79,1720.0,796.0,16,145.2101630326821,39595.0,223.0,3.044315992292871,84000016,USA,2215.6440868127347,8.593448940269749
Illinois,US,2020-05-23 02:32:47,40.3495,-88.9861,105444,4715,,100729.0,17,832.1140268632266,697133.0,,4.471567846439816,84000017,USA,5501.4429260009265,
Indiana,US,2020-05-23 02:32:47,39.8494,-86.2583,30409,1941,,28468.0,18,451.6935649300773,208561.0,5285.0,6.382978723404255,84000018,USA,3097.953289992497,17.37972310829031
Iowa,US,2020-05-23 02:32:47,42.0115,-93.2105,16492,424,9079.0,6989.0,19,522.7142345494711,120250.0,,2.5709434877516366,84000019,USA,3811.3258976821444,
Kansas,US,2020-05-23 02:32:47,38.5266,-96.7265,8909,205,485.0,8219.0,20,305.8029446877336,76434.0,787.0,2.301043888202941,84000020,USA,2623.6100880303325,8.833763609832753
Kentucky,US,2020-05-23 02:32:47,37.6681,-84.6701,8426,391,3008.0,5027.0,21,188.59929990399925,166240.0,2041.0,4.640398765725137,84000021,USA,3720.9527196820363,24.222644196534535
Louisiana,US,2020-05-23 02:32:47,31.1695,-91.8678,36925,2668,26249.0,8008.0,22,794.2920249854049,311808.0,,7.2254570074475275,84000022,USA,6707.2879546824415,
Maine,US,2020-05-23 02:32:47,44.6939,-69.3819,1948,75,1192.0,681.0,23,144.9176171615787,37398.0,240.0,3.850102669404517,84000023,USA,2782.1504346040656,12.320328542094455
Maryland,US,2020-05-23 02:32:47,39.0639,-76.8021,44424,2207,3243.0,38974.0,24,734.8056794272935,227902.0,7634.0,4.968035296236268,84000024,USA,3769.666935729314,17.18440482622006
Massachusetts,US,2020-05-23 02:32:47,42.2302,-71.5301,90889,6228,,84661.0,25,1318.6646418579726,511644.0,9162.0,6.852314361473884,84000025,USA,7423.195898500153,10.08042777453817
Michigan,US,2020-05-23 02:32:47,43.3266,-84.5361,53913,5158,28234.0,20521.0,26,539.8395110693987,471784.0,,9.567265780053047,84000026,USA,4724.048817360656,
Minnesota,US,2020-05-23 02:32:47,45.6945,-93.9002,19005,851,12696.0,5458.0,27,336.9900731111534,180971.0,2432.0,4.477769008155748,84000027,USA,3208.9150497762976,12.796632465140753
Mississippi,US,2020-05-23 02:32:47,32.7416,-89.6787,12625,595,7681.0,4349.0,28,424.205911733586,137973.0,1966.0,4.7128712871287135,84000028,USA,4635.9574067024205,15.572277227722774
Missouri,US,2020-05-23 02:32:47,38.4561,-92.2884,11836,677,,11159.0,29,192.849512857829,172946.0,,5.7198377830348095,84000029,USA,2817.890490935291,
Montana,US,2020-05-23 02:32:47,46.9219,-110.4544,479,16,441.0,22.0,30,44.81753928318136,31857.0,65.0,3.3402922755741127,84000030,USA,2980.693839132168,13.569937369519833
Nebraska,US,2020-05-23 02:32:47,41.1254,-98.2681,11662,147,,11515.0,31,602.8717829951075,78419.0,,1.2605042016806722,84000031,USA,4053.9017621928774,
Nevada,US,2020-05-23 02:32:47,38.3135,-117.0554,7525,386,339.0,6800.0,32,244.30580788765243,99941.0,,5.129568106312292,84000032,USA,3244.6733217408473,
New Hampshire,US,2020-05-23 02:32:47,43.4525,-71.5639,4014,204,1767.0,2043.0,33,295.2097909040965,55100.0,393.0,5.0822122571001485,84000033,USA,4052.3317087233972,9.790732436472346
New Jersey,US,2020-05-23 02:32:47,40.2989,-74.521,152579,10985,24491.0,117103.0,34,1717.808333305187,555314.0,,7.199549086047227,84000034,USA,6251.994159098151,
New Mexico,US,2020-05-23 02:32:47,34.8405,-106.2485,6625,302,2041.0,4282.0,35,315.95327992888315,152767.0,1139.0,4.558490566037737,84000035,USA,7285.620334323877,17.192452830188678
New York,US,2020-05-23 02:32:47,42.1657,-74.9481,358154,28853,63292.0,266009.0,36,1841.0716680611845,1600793.0,76843.0,8.056031762872955,84000036,USA,8228.791633572897,21.455295766625532
North Carolina,US,2020-05-23 02:32:47,35.6301,-79.8064,22110,775,11637.0,9698.0,37,210.81066856443942,303224.0,,3.5052012663952965,84000037,USA,2891.128637032274,
North Dakota,US,2020-05-23 02:32:47,47.5289,-99.784,2317,52,1405.0,860.0,38,304.0435030220638,62830.0,147.0,2.244281398359948,84000038,USA,8244.735992609525,6.3444108761329305
Northern Mariana Islands,US,2020-05-23 02:32:47,15.0979,145.6739,22,2,13.0,7.0,69,39.895546206296245,4318.0,,9.090909090909092,580,MNP,7830.407659944872,
Ohio,US,2020-05-23 02:32:47,40.3888,-82.7649,30794,1872,,28922.0,39,263.44201007776473,307800.0,5379.0,6.0791063194128725,84000039,USA,2633.222403777879,17.467688510748847
Oklahoma,US,2020-05-23 02:32:47,35.5653,-96.9289,5849,307,4533.0,1009.0,40,147.81508381031855,153167.0,926.0,5.248760471875534,84000040,USA,3870.814317314936,15.831766113865616
Oregon,US,2020-05-23 02:32:47,44.572,-122.0709,3864,147,1376.0,2341.0,41,91.61310911514872,107839.0,737.0,3.804347826086957,84000041,USA,2556.7976381647313,19.073498964803317
Pennsylvania,US,2020-05-23 02:32:47,40.5908,-77.2098,70211,5010,37767.0,27434.0,42,548.438215342944,379001.0,,7.135634017461651,84000042,USA,2960.485280841907,
Puerto Rico,US,2020-05-23 02:32:47,18.2208,-66.5901,3030,126,,2904.0,72,103.2928252735385,3030.0,,4.158415841584159,630,PRI,103.2928252735385,
Rhode Island,US,2020-05-23 02:32:47,41.6809,-71.5118,13736,579,1084.0,12073.0,44,1296.630704736157,127139.0,1537.0,4.2152009318578925,84000044,USA,12001.48013755462,11.189574839836926
South Carolina,US,2020-05-23 02:32:47,33.8569,-80.945,9638,419,5743.0,3476.0,45,187.1923746395702,150023.0,1534.0,4.347374974061008,84000045,USA,2913.795561377074,15.91616517949782
South Dakota,US,2020-05-23 02:32:47,44.2998,-99.4388,4356,50,3267.0,1039.0,46,492.393114182979,32344.0,351.0,1.1478420569329657,84000046,USA,3656.0979993421192,8.057851239669423
Tennessee,US,2020-05-23 02:32:47,35.7478,-86.6923,19394,315,12566.0,6513.0,47,283.98749248444983,361016.0,1560.0,1.6242136743322677,84000047,USA,5286.378704071678,8.043724863359802
Texas,US,2020-05-23 02:32:47,31.0545,-97.5635,53539,1470,31223.0,20846.0,48,184.6434671186573,720928.0,,2.7456620407553367,84000048,USA,2486.311762694846,
Utah,US,2020-05-23 02:32:47,40.15,-111.8624,8057,93,4748.0,3216.0,49,251.31333598256745,186834.0,1036.0,1.1542757850316494,84000049,USA,5827.712028666626,12.858384013900954
Vermont,US,2020-05-23 02:32:47,44.0459,-72.7107,952,54,834.0,64.0,50,152.5667920428085,25733.0,,5.6722689075630255,84000050,USA,4123.950902980661,
Virgin Islands,US,2020-05-23 02:32:47,18.3358,-64.8963,69,6,61.0,2.0,78,64.32486855352947,1412.0,,8.695652173913043,850,VIR,1316.3291941678785,
Virginia,US,2020-05-23 02:32:47,37.7693,-78.17,34950,1136,4963.0,28851.0,51,409.4654349665205,225175.0,6422.0,3.2503576537911303,84000051,USA,2638.0938288579755,18.37482117310444
Washington,US,2020-05-23 02:32:47,47.4009,-121.4905,19265,1050,,18215.0,53,252.99107945443225,302927.0,3156.0,5.450298468725668,84000053,USA,3978.086100487558,16.382039968855437
West Virginia,US,2020-05-23 02:32:47,38.4912,-80.9545,1705,72,983.0,650.0,54,95.13728505529959,84829.0,,4.222873900293255,84000054,USA,4733.372876220533,
Wisconsin,US,2020-05-23 02:32:47,44.2685,-89.6165,14396,496,8362.0,5538.0,55,247.2505484819579,187099.0,2259.0,3.4454015004167826,84000055,USA,3213.4155578234117,15.691858849680465
Wyoming,US,2020-05-23 02:32:47,42.756,-107.3025,803,12,551.0,240.0,56,138.74514262413194,19424.0,76.0,1.49439601494396,84000056,USA,3356.1465134883433,9.46450809464508
Alabama,US,2020-05-24 02:32:48,32.3182,-86.9023,14117,549,7951.0,5617.0,1,287.9148961338396,182676.0,1589.0,3.8889282425444502,84000001,USA,3725.6599536831673,11.255932563575833
Alaska,US,2020-05-24 02:32:48,61.3707,-152.4044,407,10,358.0,39.0,2,55.635675180610896,42351.0,,2.457002457002457,84000002,USA,5789.254249567696,
American Samoa,US,2020-05-24 02:32:48,-14.271,-170.132,0,0,,0.0,60,0.0,124.0,,,16,ASM,222.85724555633442,
Arizona,US,2020-05-24 02:32:48,33.7298,-111.4312,16053,801,4033.0,11219.0,4,220.54711015691365,180439.0,1930.0,4.989721547374322,84000004,USA,2478.994581050479,12.022674889428767
Arkansas,US,2020-05-24 02:32:48,34.9697,-92.3731,5775,115,4029.0,1631.0,5,191.3643165692669,103047.0,590.0,1.9913419913419916,84000005,USA,3414.635277837792,10.216450216450216
California,US,2020-05-24 02:32:48,36.1162,-119.6816,92539,3738,,88801.0,6,234.2034767317445,1515306.0,,4.039377991981759,84000006,USA,3835.0309978762775,
Colorado,US,2020-05-24 02:32:48,39.0598,-105.3111,23964,1327,3612.0,19025.0,8,416.13298473831765,144952.0,4082.0,5.5374728759806375,84000008,USA,2517.0801370300705,17.033884159572693
Connecticut,US,2020-05-24 02:32:48,41.5978,-72.7554,40022,3675,7127.0,29220.0,9,1122.546375649422,208367.0,12538.0,9.18244965269102,84000009,USA,5844.326136998227,31.327769726650338
Delaware,US,2020-05-24 02:32:48,39.3185,-75.5071,8529,322,4454.0,3753.0,10,875.8795765709144,50534.0,,3.7753546722945246,84000010,USA,5189.553115539289,
Diamond Princess,US,2020-05-24 02:32:48,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-05-24 02:32:48,38.8974,-77.0268,7966,427,1075.0,6464.0,11,1128.7299025574248,51991.0,,5.360281195079086,84000011,USA,7366.783374825894,
Florida,US,2020-05-24 02:32:48,27.7663,-81.6868,50127,2233,,47894.0,12,233.39051036894625,856437.0,9567.0,4.45468509984639,84000012,USA,3987.5569758583038,19.08552277215872
Georgia,US,2020-05-24 02:32:48,33.0406,-83.6431,42242,1822,,40420.0,13,397.85548715540483,453537.0,7411.0,4.313242744188249,84000013,USA,4271.629754225673,17.544150371668007
Grand Princess,US,2020-05-24 02:32:48,,,103,3,,100.0,99999,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-05-24 02:32:48,13.4443,144.7937,165,5,134.0,26.0,66,100.46946641579746,5359.0,,3.0303030303030303,316,GUM,3263.126488013688,
Hawaii,US,2020-05-24 02:32:48,21.0943,-157.4983,643,17,585.0,41.0,15,45.41370971387244,48821.0,84.0,2.6438569206842923,84000015,USA,3448.1224291461376,13.063763608087092
Idaho,US,2020-05-24 02:32:48,44.2405,-114.4788,2595,79,1735.0,781.0,16,145.2101630326821,40609.0,225.0,3.044315992292871,84000016,USA,2272.3851678590313,8.670520231213873
Illinois,US,2020-05-24 02:32:48,40.3495,-88.9861,107796,4790,,103006.0,17,850.6748951078145,722247.0,,4.44357861145126,84000017,USA,5699.630700275832,
Indiana,US,2020-05-24 02:32:48,39.8494,-86.2583,30901,1964,,28937.0,18,459.00170508416323,214933.0,5285.0,6.355781366298825,84000018,USA,3192.602617353951,17.103006375198213
Iowa,US,2020-05-24 02:32:48,42.0115,-93.2105,16898,446,9254.0,7198.0,19,535.5824118006891,123941.0,,2.6393656053970878,84000019,USA,3928.3122086039293,
Kansas,US,2020-05-24 02:32:48,38.5266,-96.7265,8946,205,485.0,8256.0,20,307.0729759991542,76434.0,787.0,2.2915269394142634,84000020,USA,2623.6100880303325,8.797227811312318
Kentucky,US,2020-05-24 02:32:48,37.6681,-84.6701,8571,391,3069.0,5111.0,21,191.84483734597407,171459.0,2076.0,4.561894761404737,84000021,USA,3837.769684576289,24.22121106055303
Louisiana,US,2020-05-24 02:32:48,31.1695,-91.8678,36925,2668,26249.0,8008.0,22,794.2920249854049,314447.0,,7.2254570074475275,84000022,USA,6764.055365757226,
Maine,US,2020-05-24 02:32:48,44.6939,-69.3819,2013,77,1232.0,704.0,23,149.75316393545066,37463.0,243.0,3.8251366120218577,84000023,USA,2786.9859813779376,12.071535022354697
Maryland,US,2020-05-24 02:32:48,39.0639,-76.8021,45495,2243,3283.0,39969.0,24,752.5208082465497,232327.0,7825.0,4.930212111221013,84000024,USA,3842.8596948564928,17.19969227387625
Massachusetts,US,2020-05-24 02:32:48,42.2302,-71.5301,91662,6304,,85358.0,25,1329.879725841251,520986.0,9260.0,6.8774410333616975,84000025,USA,7558.734468450722,10.102332482380922
Michigan,US,2020-05-24 02:32:48,43.3266,-84.5361,54365,5223,33168.0,15974.0,26,544.3654595234517,450918.0,,9.60728409822496,84000026,USA,4515.114214612265,
