Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Arkansas,US,2020-06-04 02:33:23,34.9697,-92.3731,8067,142,5717.0,2208.0,5,267.31358298948504,142480.0,731.0,1.7602578405850997,84000005,USA,4721.313909054398,9.06160902442048
California,US,2020-06-04 02:33:23,36.1162,-119.6816,119348,4374,,114974.0,6,302.0533671314824,2131294.0,,3.6649126922948017,84000006,USA,5394.011873237302,
Colorado,US,2020-06-04 02:33:23,39.0598,-105.3111,27046,1494,3983.0,21569.0,8,469.6516735616983,194177.0,4419.0,5.523922206610958,84000008,USA,3371.8684100121973,16.338830141240848
Connecticut,US,2020-06-04 02:33:23,41.5978,-72.7554,43091,3989,7511.0,31591.0,9,1208.6264023064625,276436.0,13793.0,9.257153465920958,84000009,USA,7753.541299760722,32.00900420041308
Delaware,US,2020-06-04 02:33:23,39.3185,-75.5071,9712,375,5493.0,3844.0,10,997.3669184730593,64920.0,,3.8612026359143328,84000010,USA,6666.9131329562415,
Diamond Princess,US,2020-06-04 02:33:23,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-06-04 02:33:23,38.8974,-77.0268,9016,473,1138.0,7405.0,11,1277.5080092214087,49562.0,,5.246228926353151,84000011,USA,7022.610021409878,
Florida,US,2020-06-04 02:33:23,27.7663,-81.6868,58764,2566,,56198.0,12,273.6042442460302,1080913.0,10796.0,4.366619018446668,84000012,USA,5032.713642037799,18.371792253760805
Georgia,US,2020-06-04 02:33:23,33.0406,-83.6431,48894,2123,,46771.0,13,460.5072247757295,482712.0,8419.0,4.342046058821123,84000013,USA,4546.4139462089815,17.218881662371658
Grand Princess,US,2020-06-04 02:33:23,,,103,3,,100.0,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-06-04 02:33:23,13.4443,144.7937,177,5,151.0,21.0,66,107.77633670058272,6727.0,,2.824858757062147,316,GUM,4096.109700479209,
Hawaii,US,2020-06-04 02:33:23,21.0943,-157.4983,653,17,609.0,27.0,15,46.119988247525214,49508.0,83.0,2.603369065849924,84000015,USA,3496.6437644080825,12.710566615620214
Idaho,US,2020-06-04 02:33:23,44.2405,-114.4788,2933,83,2282.0,568.0,16,164.12385671478094,48942.0,251.0,2.8298670303443574,84000016,USA,2738.6804620984685,8.557790658029322
Illinois,US,2020-06-04 02:33:23,40.3495,-88.9861,123830,5621,,118209.0,17,977.2076168058244,959175.0,,4.539287733182589,84000017,USA,7569.354080995936,
Indiana,US,2020-06-04 02:33:23,39.8494,-86.2583,35712,2207,23182.0,10323.0,18,530.4640267941372,277815.0,5952.0,6.179995519713263,84000018,USA,4126.6482863971005,16.666666666666668
Iowa,US,2020-06-04 02:33:23,42.0115,-93.2105,20300,574,12064.0,7662.0,19,643.408862560894,164445.0,,2.827586206896552,84000019,USA,5212.0872120111435,
Kansas,US,2020-06-04 02:33:23,38.5266,-96.7265,10092,226,592.0,9274.0,20,346.4096214826139,108053.0,890.0,2.2393975426080064,84000020,USA,3708.937656565685,8.818866428854538
Kentucky,US,2020-06-04 02:33:23,37.6681,-84.6701,10410,450,3283.0,6677.0,21,233.00720531695129,232199.0,2317.0,4.322766570605188,84000021,USA,5197.314127511123,22.25744476464937
Louisiana,US,2020-06-04 02:33:23,31.1695,-91.8678,41133,2870,31728.0,6535.0,22,884.8101249485353,402087.0,,6.977366105073784,84000022,USA,8649.275489514055,
Maine,US,2020-06-04 02:33:23,44.6939,-69.3819,2418,95,1699.0,624.0,23,179.88233998803761,53009.0,285.0,3.9288668320926385,84000023,USA,3943.499983633534,11.786600496277915
Maryland,US,2020-06-04 02:33:23,39.0639,-76.8021,54982,2641,3970.0,48371.0,24,909.4427756679147,327625.0,9111.0,4.803390200429232,84000024,USA,5419.158804303238,16.57087774180641
Massachusetts,US,2020-06-04 02:33:23,42.2302,-71.5301,101592,7152,,94440.0,25,1473.9493040481811,617761.0,10151.0,7.03992440349634,84000025,USA,8962.79624397697,9.991928498306953
Michigan,US,2020-06-04 02:33:23,43.3266,-84.5361,58035,5570,38099.0,14366.0,26,581.1137578118921,593549.0,,9.597656586542604,84000026,USA,5943.301280873452,
Minnesota,US,2020-06-04 02:33:23,45.6945,-93.9002,25870,1097,21169.0,3604.0,27,458.7178737903465,265718.0,3203.0,4.24043293390027,84000027,USA,4711.619481554825,12.381136451488214
Mississippi,US,2020-06-04 02:33:23,32.7416,-89.6787,16322,782,11203.0,4337.0,28,548.4268428764823,184747.0,2340.0,4.791079524568068,84000028,USA,6207.585708914438,14.336478372748434
Missouri,US,2020-06-04 02:33:23,38.4561,-92.2884,14189,791,,13398.0,29,231.18804815306999,211353.0,,5.5747409965466215,84000029,USA,3443.6737995134117,
Montana,US,2020-06-04 02:33:23,46.9219,-110.4544,525,17,464.0,44.0,30,49.121520091169536,43448.0,68.0,3.238095238095238,84000030,USA,4065.203437945018,12.952380952380953
Nebraska,US,2020-06-04 02:33:23,41.1254,-98.2681,14885,170,6743.0,7972.0,31,769.4860649873242,109966.0,851.0,1.1420893516963386,84000031,USA,5684.736622263762,5.71716493113873
Nevada,US,2020-06-04 02:33:23,38.3135,-117.0554,8951,431,501.0,8019.0,32,290.6021643059637,156255.0,,4.815104457602502,84000032,USA,5072.957343718955,
New Hampshire,US,2020-06-04 02:33:23,43.4525,-71.5639,4795,265,3071.0,1459.0,33,352.64846721104703,75739.0,462.0,5.526590198123045,84000033,USA,5570.227791052657,9.635036496350363
New Jersey,US,2020-06-04 02:33:23,40.2989,-74.521,162068,11880,27008.0,123180.0,34,1824.6400943911358,837420.0,17390.0,7.330256435570254,84000034,USA,9428.080236968586,10.730063923785078
New Mexico,US,2020-06-04 02:33:23,34.8405,-106.2485,8140,375,2960.0,4805.0,35,388.2052375277145,206837.0,1416.0,4.606879606879606,84000035,USA,9864.276009154775,17.395577395577394
New York,US,2020-06-04 02:33:23,42.1657,-74.9481,374085,30019,66502.0,277564.0,36,1922.964129806363,2229473.0,89995.0,8.024646804870551,84000036,USA,11460.487876744006,24.057366641271372
North Carolina,US,2020-06-04 02:33:23,35.6301,-79.8064,31276,999,18860.0,11417.0,37,298.2050868395028,449263.0,,3.1941424734620805,84000037,USA,4283.556462743814,
North Dakota,US,2020-06-04 02:33:23,47.5289,-99.78399999999999,2679,66,2169.0,444.0,38,351.54619965304664,74502.0,172.0,2.4636058230683093,84000038,USA,9776.369901661545,6.420306084359836
Northern Mariana Islands,US,2020-06-04 02:33:23,15.0979,145.6739,24,16,16.0,-8.0,69,43.52241404323227,6557.0,,66.66666666666667,580,MNP,11890.686203394751,
Ohio,US,2020-06-04 02:33:23,40.3888,-82.7649,36792,2300,,34492.0,39,314.7547715392973,426105.0,6251.0,6.251358991085018,84000039,USA,3645.3191434755463,16.990106544901064
Oklahoma,US,2020-06-04 02:33:23,35.5653,-96.9289,6805,341,5711.0,753.0,40,171.97497783026458,208052.0,1003.0,5.011021307861866,84000040,USA,5257.860115729936,14.739162380602494
Oregon,US,2020-06-04 02:33:23,44.571999999999996,-122.0709,4399,159,2199.0,2041.0,41,104.2976363865267,136668.0,800.0,3.6144578313253017,84000041,USA,3240.3158376162382,18.185951352580133
Pennsylvania,US,2020-06-04 02:33:23,40.5908,-77.2098,77780,5742,49915.0,22123.0,42,607.5618405858653,475391.0,,7.382360503985598,84000042,USA,3713.4151575977758,
Puerto Rico,US,2020-06-04 02:33:23,18.2208,-66.5901,4023,140,,3883.0,72,137.1442363285298,4023.0,,3.4799900571712654,630,PRI,137.1442363285298,
Rhode Island,US,2020-06-04 02:33:23,41.6809,-71.5118,15219,742,1311.0,13166.0,44,1436.6207553421357,162540.0,1753.0,4.875484591628885,84000044,USA,15343.211615303942,11.518496616072015
South Carolina,US,2020-06-04 02:33:23,33.8569,-80.945,12415,501,6976.0,4938.0,45,241.1281729767861,222925.0,1789.0,4.035440998791784,84000045,USA,4329.721946101493,14.40998791784132
South Dakota,US,2020-06-04 02:33:23,44.2998,-99.4388,5162,62,4084.0,1016.0,46,583.5016656135302,48662.0,456.0,1.2010848508330103,84000046,USA,5500.650533143279,8.833785354513754
Tennessee,US,2020-06-04 02:33:23,35.7478,-86.6923,24833,388,16319.0,8126.0,47,363.63109213500786,470779.0,1829.0,1.5624370796923448,84000047,USA,6893.6448243960385,7.365199532879636
Texas,US,2020-06-04 02:33:23,31.0545,-97.5635,68877,1744,45858.0,21275.0,48,237.54063551302337,1006768.0,,2.5320498860287177,84000048,USA,3472.1069520184615,
Utah,US,2020-06-04 02:33:23,40.15,-111.8624,10497,117,6501.0,3879.0,49,327.4216318492008,223981.0,829.0,1.1146041726207487,84000049,USA,6986.398449387049,7.8974945222444495
Vermont,US,2020-06-04 02:33:23,44.0459,-72.7107,990,55,879.0,56.0,50,158.65664298569362,37195.0,,5.5555555555555545,84000050,USA,5960.842258437248,
Virgin Islands,US,2020-06-04 02:33:23,18.3358,-64.8963,70,6,62.0,2.0,78,65.25711302531975,2026.0,,8.571428571428571,850,VIR,1888.7272998471121,
Virginia,US,2020-06-04 02:33:23,37.7693,-78.17,46905,1428,6165.0,39312.0,51,549.5272167984161,342387.0,7476.0,3.044451551007356,84000051,USA,4011.3202255188003,15.938599296450276
Washington,US,2020-06-04 02:33:23,47.4009,-121.4905,22484,1135,,21349.0,53,295.2635053440672,368799.0,3543.0,5.048034157623198,84000053,USA,4843.127802321057,15.757872264721579
West Virginia,US,2020-06-04 02:33:23,38.4912,-80.9545,2077,78,1381.0,618.0,54,115.89451088554678,103768.0,,3.755416466056813,84000054,USA,5790.150026755618,
Wisconsin,US,2020-06-04 02:33:23,44.2685,-89.6165,19400,616,12172.0,6612.0,55,333.19398725687574,299111.0,2700.0,3.1752577319587627,84000055,USA,5137.215810432545,13.917525773195875
Wyoming,US,2020-06-04 02:33:23,42.756,-107.3025,915,17,714.0,184.0,56,158.09689352562984,26628.0,87.0,1.85792349726776,84000056,USA,4600.878776831116,9.508196721311476
Alabama,US,2020-06-05 02:33:15,32.3182,-86.9023,19072,653,11395.0,7024.0,1,388.97165821807664,235299.0,1929.0,3.4238674496644297,84000001,USA,4798.901122433684,10.114303691275168
Alaska,US,2020-06-05 02:33:15,61.3707,-152.4044,512,10,376.0,126.0,2,69.98885919526482,60097.0,,1.953125,84000002,USA,8215.079045034823,
American Samoa,US,2020-06-05 02:33:15,-14.270999999999999,-170.132,0,0,,0.0,60,0.0,174.0,,,16,ASM,312.7190381193724,
Arizona,US,2020-06-05 02:33:15,33.7298,-111.4312,22886,999,5172.0,16715.0,4,314.4235446988804,249755.0,3195.0,4.365114043520056,84000004,USA,3431.30526987105,13.960499868915491
Arkansas,US,2020-06-05 02:33:15,34.9697,-92.3731,8425,151,5717.0,2557.0,5,279.1765137828699,142480.0,757.0,1.7922848664688429,84000005,USA,4721.313909054398,8.985163204747773
California,US,2020-06-05 02:33:15,36.1162,-119.6816,122168,4444,,117724.0,6,309.1903991329468,2182671.0,,3.6376137777486734,84000006,USA,5524.039991371784,
Colorado,US,2020-06-05 02:33:15,39.0598,-105.3111,27346,1512,4014.0,21820.0,8,474.8611500857132,197200.0,4443.0,5.529145030351788,84000008,USA,3424.362568452521,16.24734878958531
Connecticut,US,2020-06-05 02:33:15,41.5978,-72.7554,43239,4007,7284.0,31948.0,9,1212.7775407702102,281525.0,9669.0,9.267096833876824,84000009,USA,7896.278756801346,22.361756747380838
Delaware,US,2020-06-05 02:33:15,39.3185,-75.5071,9746,386,5562.0,3798.0,10,1000.8585242420136,65909.0,,3.9605992201928997,84000010,USA,6768.477783117881,
Diamond Princess,US,2020-06-05 02:33:15,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-06-05 02:33:15,38.8974,-77.0268,9120,475,1138.0,7507.0,11,1292.2441264528888,51096.0,,5.208333333333333,84000011,USA,7239.967750574213,
Florida,US,2020-06-05 02:33:15,27.7663,-81.6868,60183,2607,,57576.0,12,280.2110855533802,1107043.0,10923.0,4.331788046458303,84000012,USA,5154.374504166804,18.14964358705947
Georgia,US,2020-06-05 02:33:15,33.0406,-83.6431,49859,2149,,47710.0,13,469.59605923207545,496331.0,8557.0,4.310154636073729,84000013,USA,4674.6842430597335,17.162397962253554
Grand Princess,US,2020-06-05 02:33:15,,,103,3,,100.0,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-06-05 02:33:15,13.4443,144.7937,179,5,162.0,12.0,66,108.99414841471359,6984.0,,2.793296089385475,316,GUM,4252.598505745027,
Hawaii,US,2020-06-05 02:33:15,21.0943,-157.4983,655,17,612.0,26.0,15,46.26124395425576,50638.0,83.0,2.595419847328244,84000015,USA,3576.4532387108447,12.67175572519084
Idaho,US,2020-06-05 02:33:15,44.2405,-114.4788,2990,83,2311.0,596.0,16,167.31344411087454,49805.0,253.0,2.7759197324414715,84000016,USA,2786.9719344287982,8.461538461538463
Illinois,US,2020-06-05 02:33:15,40.3495,-88.9861,124759,5736,,119023.0,17,984.538844101412,982016.0,,4.5976642967641626,84000017,USA,7749.604417549775,
Indiana,US,2020-06-05 02:33:15,39.8494,-86.2583,36096,2231,23707.0,10158.0,18,536.1679410607409,285234.0,5999.0,6.18074024822695,84000018,USA,4236.84969250109,16.619570035460992
Iowa,US,2020-06-05 02:33:15,42.0115,-93.2105,20806,583,12333.0,7890.0,19,659.4465415981261,174935.0,,2.802076324137268,84000019,USA,5544.567949364039,
Kansas,US,2020-06-05 02:33:15,38.5266,-96.7265,10167,227,592.0,9348.0,20,348.9840092760341,108053.0,890.0,2.2327136815186392,84000020,USA,3708.937656565685,8.753811350447526
Kentucky,US,2020-06-05 02:33:15,37.6681,-84.6701,10705,458,3303.0,6944.0,21,239.61019528510704,235925.0,2332.0,4.27837459131247,84000021,USA,5280.713248261455,21.784212984586638
Louisiana,US,2020-06-05 02:33:15,31.1695,-91.8678,41562,2883,31728.0,6951.0,22,894.0383247784264,411186.0,,6.93662480150137,84000022,USA,8845.003671920073,
Maine,US,2020-06-05 02:33:15,44.6939,-69.3819,2446,95,1739.0,612.0,23,181.96534475216703,56201.0,291.0,3.883892068683565,84000023,USA,4180.962526744293,11.896974652493867
Maryland,US,2020-06-05 02:33:15,39.0639,-76.8021,55858,2668,3985.0,49205.0,24,923.9324608646173,337018.0,9217.0,4.776397293136167,84000024,USA,5574.525942491167,16.50076980915894
Massachusetts,US,2020-06-05 02:33:15,42.2302,-71.5301,102063,7201,,94862.0,25,1480.7828157637366,624935.0,10238.0,7.055446146007857,84000025,USA,9066.880348111563,10.031059247719543
Michigan,US,2020-06-05 02:33:15,43.3266,-84.5361,58241,5595,38099.0,14547.0,26,583.1764688329872,608983.0,,9.606634501468037,84000026,USA,6097.844396890832,
Minnesota,US,2020-06-05 02:33:15,45.6945,-93.9002,26273,1126,21490.0,3657.0,27,465.863730115724,275622.0,3253.0,4.285768659840901,84000027,USA,4887.233776955661,12.381532371636279
Mississippi,US,2020-06-05 02:33:15,32.7416,-89.6787,16560,794,11203.0,4563.0,28,556.4237543214402,184985.0,2340.0,4.794685990338166,84000028,USA,6215.582620359397,14.130434782608695
Missouri,US,2020-06-05 02:33:15,38.4561,-92.2884,14438,795,,13643.0,29,235.2451222238371,218661.0,,5.506302812023826,84000029,USA,3562.7464794699017,
Montana,US,2020-06-05 02:33:15,46.9219,-110.4544,539,17,467.0,55.0,30,50.43142729360074,44642.0,68.0,3.1539888682745825,84000030,USA,4176.919809352364,12.61595547309833
Nebraska,US,2020-06-05 02:33:15,41.1254,-98.2681,15139,187,7005.0,7947.0,31,782.6166972014177,112255.0,902.0,1.23522029196116,84000031,USA,5803.067398397857,5.958121408283242
Nevada,US,2020-06-05 02:33:15,38.3135,-117.0554,9129,430,512.0,8187.0,32,296.3810923862298,161423.0,,4.710263993865703,84000032,USA,5240.741053375219,
New Hampshire,US,2020-06-05 02:33:15,43.4525,-71.5639,4876,273,3157.0,1446.0,33,358.6056154579907,75965.0,468.0,5.598851517637407,84000033,USA,5586.8489701120325,9.598031173092698
New Jersey,US,2020-06-05 02:33:15,40.2989,-74.521,162530,11970,27231.0,123329.0,34,1829.8415143112231,857729.0,17604.0,7.364794191841506,84000034,USA,9656.728802243593,10.831231157324801
New Mexico,US,2020-06-05 02:33:15,34.8405,-106.2485,8353,383,3013.0,4957.0,35,398.3634335465602,212996.0,1416.0,4.585178977612832,84000035,USA,10158.005254601114,16.95199329582186
New York,US,2020-06-05 02:33:15,42.1657,-74.9481,375133,30174,66756.0,278203.0,36,1928.351318301056,2293032.0,89995.0,8.043547221918626,84000036,USA,11787.209549963627,23.990158157240227
North Carolina,US,2020-06-05 02:33:15,35.6301,-79.8064,32075,1006,18860.0,12209.0,37,305.8232561829215,468302.0,,3.136399064692128,84000037,USA,4465.086282680421,
